,Name,Stocktype,Mileage_(Miles),Price,Ext_color,Int_color,Transmission,Body_style,Model_Year,Car_Age_Year,Car_Make,Car_Model,Car_Trim
1682,2018 Chevrolet Cruze LT,Used,"39,221 mi.",13155,Gray,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Cruze,LT
1683,2012 FIAT 500 Abarth,Used,"75,000 mi.",7995,Black,Red,Manual,Hatchback,2012-01-01,8.47,FIAT,500,Abarth
1684,2016 Toyota Corolla S,Used,"30,865 mi.",14300,Black,Black,CVT,Sedan,2016-01-01,4.46,Toyota,Corolla,S
1685,2013 Dodge Dart SXT,Used,"101,937 mi.",7985,Red,Gray,Manual,Sedan,2013-01-01,7.46,Dodge,Dart,SXT
1686,2019 Toyota Yaris Sedan LE,Used,"12,740 mi.",14444,Other,Other,Manual,Sedan,2019-01-01,1.46,Toyota,Yaris,LE
1687,2011 Ford Edge Limited,Used,"98,148 mi.",10581,Silver,Gray,Automatic,SUV,2011-01-01,9.47,Ford,Edge,Limited
1688,2018 Ford Fiesta SE,Used,"40,106 mi.",10972,White,Black,Automatic,Hatchback,2018-01-01,2.46,Ford,Fiesta,SE
1689,2014 Ford Focus SE,Used,"105,936 mi.",8747,Gray,Gray,Automatic,Sedan,2014-01-01,6.46,Ford,Focus,SE
1690,2018 Kia Soul Base,Used,"27,087 mi.",12995,White,Black,Manual,Hatchback,2018-01-01,2.46,Kia,Soul,Base
1691,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"60,729 mi.",10990,Black,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
1692,2014 Volkswagen Jetta DSG TDI w/Premium,Volkswagen Certified,"29,477 mi.",10990,Red,Beige,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Jetta,w/Premium
1693,2015 Honda Civic LX,Used,"71,993 mi.",9990,Silver,Gray,CVT,Coupe,2015-01-01,5.46,Honda,Civic,LX
1694,2010 BMW 650 i,Used,"96,033 mi.",12990,Gray,Black,Automatic,Coupe,2010-01-01,10.47,BMW,650,i
1695,2017 Hyundai Sonata Base,Used,"45,774 mi.",13477,Silver,Gray,Automatic,Sedan,2017-01-01,3.46,Hyundai,Sonata,Base
1696,2012 Lexus IS 250 Base,Used,"134,100 mi.",11495,White,Black,Automatic,Sedan,2012-01-01,8.47,Lexus,IS,Base
1697,2019 Hyundai Elantra SEL,Used,"40,693 mi.",13990,Red,Gray,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
1698,2018 FIAT 500 Lounge,Used,"3,551 mi.",13998,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
1699,2012 Kia Sorento LX,Used,"168,084 mi.",7995,Blue,Beige,Automatic,SUV,2012-01-01,8.47,Kia,Sorento,LX
1700,2007 Toyota Prius,Used,"143,713 mi.",5491,Red,Gray,CVT,Hatchback,2007-01-01,13.47,Toyota,Prius,Prius
1701,2003 Volvo S60 2.4,Used,"144,834 mi.",4995,Black,Gray,Automatic,Sedan,2003-01-01,17.47,Volvo,S60,2.4
1702,2000 BMW 323 Ci,Used,"130,691 mi.",5991,Silver,Gray,Automatic,Coupe,2000-01-01,20.47,BMW,323,Ci
1703,2004 Subaru Forester 2.5XS,Used,"126,605 mi.",6488,Other,Gray,Manual,SUV,2004-01-01,16.47,Subaru,Forester,2.5XS
1704,2008 Hyundai Elantra GLS,Used,"115,285 mi.",4950,Silver,Gray,Automatic,Sedan,2008-01-01,12.47,Hyundai,Elantra,GLS
1705,2011 Jeep Patriot Sport,Used,"136,067 mi.",6995,White,Gray,CVT,SUV,2011-01-01,9.47,Jeep,Patriot,Sport
1706,2007 Ford F-150 XL SuperCab,Used,"152,022 mi.",7488,Black,Gray,Automatic,Extended Cab Pickup,2007-01-01,13.47,Ford,F-150,SuperCab
1707,2016 Chevrolet Cruze LT Manual,Used,"105,805 mi.",8988,Red,Black,Manual,Sedan,2016-01-01,4.46,Chevrolet,Cruze,Manual
1708,2005 INFINITI FX35,Used,"144,792 mi.",6995,Silver,Other,Automatic,SUV,2005-01-01,15.47,INFINITI,FX35,FX35
1709,2003 Ford Taurus SE,Used,"95,793 mi.",3950,Gray,Gray,Automatic,Sedan,2003-01-01,17.47,Ford,Taurus,SE
1710,2017 Kia Optima LX,Used,"72,410 mi.",11332,White,Black,Automatic,Sedan,2017-01-01,3.46,Kia,Optima,LX
1711,2013 Toyota RAV4 XLE,Used,"131,717 mi.",13488,Gray,Gray,Automatic,SUV,2013-01-01,7.46,Toyota,RAV4,XLE
1712,2014 Kia Sorento LX,Used,"121,525 mi.",11788,Black,Gray,Automatic,SUV,2014-01-01,6.46,Kia,Sorento,LX
1713,2013 Ford Transit Connect XLT,Used,"187,993 mi.",7988,White,Black,Automatic,Cargo Van,2013-01-01,7.46,Ford,Transit,XLT
1714,2007 Lexus LS 460 Base,Used,"97,457 mi.",12488,Gray,Black,Automatic,Sedan,2007-01-01,13.47,Lexus,LS,Base
1715,2012 Chevrolet Cruze 2LT,Used,"95,440 mi.",8988,Red,Black,Automatic,Sedan,2012-01-01,8.47,Chevrolet,Cruze,2LT
1716,2006 Ford Taurus SE,Used,"122,137 mi.",3995,Purple,Gray,Automatic,Sedan,2006-01-01,14.47,Ford,Taurus,SE
1717,2013 Chevrolet Impala LT Fleet,Used,"113,889 mi.",7988,Gray,Gray,Automatic,Sedan,2013-01-01,7.46,Chevrolet,Impala,Fleet
1718,2009 Volkswagen Passat Komfort,Used,"99,682 mi.",6995,Blue,Gray,Automatic,Sedan,2009-01-01,11.47,Volkswagen,Passat,Komfort
1719,2011 MINI Cooper S Countryman Base,Used,"92,632 mi.",9850,Other,Other,Manual,SUV,2011-01-01,9.47,MINI,Cooper,Base
1720,2005 Toyota Avalon Limited,Used,"147,006 mi.",7950,Silver,Gray,Automatic,Sedan,2005-01-01,15.47,Toyota,Avalon,Limited
1721,2007 Chevrolet Colorado LS,Used,"113,251 mi.",5995,Other,Other,Automatic,Regular Cab Pickup,2007-01-01,13.47,Chevrolet,Colorado,LS
1722,2009 Dodge Ram 1500 SLT,Used,"223,533 mi.",5475,White,Gray,Automatic,Crew Cab Pickup,2009-01-01,11.47,Dodge,Ram,SLT
1723,2011 Audi Q5 2.0T Premium,Used,"92,666 mi.",12491,Silver,Black,Automatic,SUV,2011-01-01,9.47,Audi,Q5,Premium
1724,2015 Honda Accord Hybrid Base,Used,"77,262 mi.",14990,Black,Black,CVT,Sedan,2015-01-01,5.46,Honda,Accord,Base
1725,2016 FIAT 500 Easy,Used,"15,412 mi.",11998,Gray,Gray,Manual,Hatchback,2016-01-01,4.46,FIAT,500,Easy
1726,2014 Honda Civic HF,Used,"98,026 mi.",9888,White,Other,CVT,Sedan,2014-01-01,6.46,Honda,Civic,HF
1727,2017 Chrysler 200 Limited,Used,"32,600 mi.",13888,Red,Black,Automatic,Sedan,2017-01-01,3.46,Chrysler,200,Limited
1728,2013 Kia Rio LX,Used,"38,863 mi.",10599,Red,Gray,Automatic,Hatchback,2013-01-01,7.46,Kia,Rio,LX
1729,2014 Toyota Camry SE Sport,Used,"116,661 mi.",11499,White,Black,Automatic,Sedan,2014-01-01,6.46,Toyota,Camry,Sport
1730,2011 Jaguar XF Premium,Used,"109,500 mi.",8200,Black,Other,Automatic,Sedan,2011-01-01,9.47,Jaguar,XF,Premium
1731,2016 Honda Civic LX,Used,"43,150 mi.",13250,Red,Other,CVT,Sedan,2016-01-01,4.46,Honda,Civic,LX
1732,2008 Lexus RX 350,Used,"117,963 mi.",11490,Red,Black,Automatic,SUV,2008-01-01,12.47,Lexus,RX,350
1733,2013 Toyota Avalon Limited,Used,"86,250 mi.",13895,Silver,Other,Automatic,Sedan,2013-01-01,7.46,Toyota,Avalon,Limited
1734,2013 Kia Optima EX,Used,"51,608 mi.",14998,Black,Gray,Automatic,Sedan,2013-01-01,7.46,Kia,Optima,EX
1735,2011 Audi Q5 Premium Plus,Used,"111,281 mi.",10995,Gray,Black,Automatic,SUV,2011-01-01,9.47,Audi,Q5,Plus
1736,2014 Volkswagen Jetta S,Used,"52,471 mi.",10998,White,Gray,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Jetta,S
1737,2018 Honda Fit Sport,Used,"19,700 mi.",13700,Gray,Other,Manual,Hatchback,2018-01-01,2.46,Honda,Fit,Sport
1738,2017 Toyota Corolla LE,Used,"23,425 mi.",14100,Gray,Black,CVT,Sedan,2017-01-01,3.46,Toyota,Corolla,LE
1739,2016 Mazda CX-3 Touring,Used,"46,140 mi.",14100,White,Black,Automatic,SUV,2016-01-01,4.46,Mazda,CX-3,Touring
1740,2012 Honda Civic LX,Used,"113,865 mi.",8958,White,Other,Automatic,Sedan,2012-01-01,8.47,Honda,Civic,LX
1741,2017 Nissan Altima SV,Used,"39,230 mi.",14599,Silver,Black,Automatic,Sedan,2017-01-01,3.46,Nissan,Altima,SV
1742,2016 Chevrolet Malibu 1LT,Used,"44,398 mi.",13599,Blue,Gray,Automatic,Sedan,2016-01-01,4.46,Chevrolet,Malibu,1LT
1743,2005 Mercedes-Benz C230 Kompressor Sport,Used,"70,675 mi.",6995,Gray,Black,Automatic,Sedan,2005-01-01,15.47,Mercedes-Benz,C230,Sport
1744,2012 Subaru Outback 2.5i Limited,Used,"117,195 mi.",11700,Gray,Black,CVT,SUV,2012-01-01,8.47,Subaru,Outback,Limited
1745,2008 Honda Civic EX/SEDAN 4DR/AUTOMATIC/SUNROOF/LOW MILES,Used,"117,305 mi.",6990,Gray,Gray,Automatic,Sedan,2008-01-01,12.47,Honda,Civic,MILES
1746,2010 Nissan Pathfinder LE,Used,"98,220 mi.",11977,Black,Other,Automatic,SUV,2010-01-01,10.47,Nissan,Pathfinder,LE
1747,2013 Honda Civic EX-L,Used,"48,705 mi.",13460,Other,Black,Automatic,Sedan,2013-01-01,7.46,Honda,Civic,EX-L
1748,2014 RAM Cargo Tradesman,Used,"93,000 mi.",7950,White,Gray,Automatic,Cargo Van,2014-01-01,6.46,RAM,Cargo,Tradesman
1749,2015 Dodge Journey SE,Used,"50,661 mi.",12977,White,Other,Automatic,SUV,2015-01-01,5.46,Dodge,Journey,SE
1750,2014 Chevrolet Equinox LS,Used,"127,830 mi.",9888,Other,Other,Automatic,SUV,2014-01-01,6.46,Chevrolet,Equinox,LS
1751,2008 Ford Escape Hybrid Base,Used,"123,000 mi.",7995,White,Gray,CVT,SUV,2008-01-01,12.47,Ford,Escape,Base
1752,2004 Nissan Titan LE Crew Cab,Used,"212,754 mi.",4997,Gray,Other,Automatic,Crew Cab Pickup,2004-01-01,16.47,Nissan,Titan,Cab
1753,2008 Jeep Grand Cherokee Laredo,Used,"149,956 mi.",7995,Silver,Gray,Automatic,SUV,2008-01-01,12.47,Jeep,Grand,Laredo
1754,2013 Honda Fit Base,Used,"103,704 mi.",8495,Black,Black,Automatic,Hatchback,2013-01-01,7.46,Honda,Fit,Base
1755,2008 Toyota Highlander Hybrid Limited,Used,"142,988 mi.",10995,Gray,Gray,CVT,SUV,2008-01-01,12.47,Toyota,Highlander,Limited
1756,2007 Ford F-150 Lariat SuperCrew,Used,"133,270 mi.",12495,Blue,Beige,Automatic,Crew Cab Pickup,2007-01-01,13.47,Ford,F-150,SuperCrew
1757,2009 Ford F-150 SuperCrew,Used,"176,291 mi.",14988,Blue,Other,Automatic,Crew Cab Pickup,2009-01-01,11.47,Ford,F-150,SuperCrew
1758,2000 Buick LeSabre Limited,Used,"140,789 mi.",2995,Silver,Gray,Automatic,Sedan,2000-01-01,20.47,Buick,LeSabre,Limited
1759,2012 Ford Transit Connect XL,Used,"123,000 mi.",9495,White,Gray,Automatic,Cargo Van,2012-01-01,8.47,Ford,Transit,XL
1760,2006 Chevrolet Silverado 2500 LT H/D Extended Cab,Used,"138,378 mi.",11995,Gold,Gray,Automatic,Extended Cab Pickup,2006-01-01,14.47,Chevrolet,Silverado,Cab
1761,2010 BMW X5 xDrive48i,Used,"95,510 mi.",11995,Blue,Black,Automatic,SUV,2010-01-01,10.47,BMW,X5,xDrive48i
1762,2007 Honda Accord LX,Used,"131,000 mi.",6995,Silver,Black,Automatic,Sedan,2007-01-01,13.47,Honda,Accord,LX
1763,2016 Volkswagen e-Golf SE,Used,"28,873 mi.",12990,Blue,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,SE
1764,2015 Volkswagen Jetta TDI S,Used,"27,924 mi.",11998,Brown,Beige,Automatic,Sedan,2015-01-01,5.46,Volkswagen,Jetta,S
1765,2016 Volkswagen e-Golf SE,Used,"45,753 mi.",10970,Blue,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,SE
1766,2015 Volkswagen Jetta TDI S,Used,"28,956 mi.",11958,Silver,Black,Automatic,Sedan,2015-01-01,5.46,Volkswagen,Jetta,S
1767,2010 Ford Fusion SEL,Used,"100,235 mi.",8987,Other,Other,Automatic,Sedan,2010-01-01,10.47,Ford,Fusion,SEL
1768,2009 Ford Expedition XLT,Used,"94,048 mi.",8995,Black,Beige,Automatic,SUV,2009-01-01,11.47,Ford,Expedition,XLT
1769,2014 Kia Optima LX,Used,"38,667 mi.",12599,Black,Gray,Automatic,Sedan,2014-01-01,6.46,Kia,Optima,LX
1770,2017 Nissan Sentra S,Used,"33,892 mi.",12998,Black,Black,CVT,Sedan,2017-01-01,3.46,Nissan,Sentra,S
1771,2002 Mercedes-Benz CL 600,Used,"49,246 mi.",14500,Black,Black,Automatic,Coupe,2002-01-01,18.47,Mercedes-Benz,CL,600
1772,2014 Volkswagen Jetta SportWagen Auto SE w/Sunroof PZEV,Used,"42,587 mi.",14995,Gray,Other,Automatic,Wagon,2014-01-01,6.46,Volkswagen,Jetta,PZEV
1773,2015 Toyota Camry 2.0 LE,Used,"119,450 mi.",10995,Blue,Other,Automatic,Sedan,2015-01-01,5.46,Toyota,Camry,LE
1774,2005 INFINITI FX35,Used,"104,607 mi.",8991,Silver,Black,Automatic,SUV,2005-01-01,15.47,INFINITI,FX35,FX35
1775,2013 Volkswagen CC 2.0T Sport Plus,Used,"73,209 mi.",11998,Brown,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,CC,Plus
1776,2010 Ford Fusion SE,Used,"153,935 mi.",5997,Gray,Beige,Automatic,Sedan,2010-01-01,10.47,Ford,Fusion,SE
1777,2010 Toyota Camry LE,Used,"132,186 mi.",7495,Green,Gray,Automatic,Sedan,2010-01-01,10.47,Toyota,Camry,LE
1778,2013 Volkswagen Jetta TDI,Volkswagen Certified,"33,215 mi.",14488,White,Black,Automatic,Sedan,2013-01-01,7.46,Volkswagen,Jetta,TDI
1779,2012 Toyota Camry LE,Used,"67,318 mi.",11779,Green,White,Automatic,Sedan,2012-01-01,8.47,Toyota,Camry,LE
1780,2014 Mazda CX-5 Grand Touring,Used,"86,299 mi.",14688,Silver,Black,Automatic,SUV,2014-01-01,6.46,Mazda,CX-5,Touring
1781,2012 Jeep Grand Cherokee Laredo,Used,"107,026 mi.",11997,Black,Black,Automatic,SUV,2012-01-01,8.47,Jeep,Grand,Laredo
1782,2019 Nissan Versa 1.6 SV,Used,"7,202 mi.",12512,White,Gray,CVT,Sedan,2019-01-01,1.46,Nissan,Versa,SV
1783,2014 Ford Escape Titanium,Used,"60,679 mi.",14319,Gray,Other,Automatic,SUV,2014-01-01,6.46,Ford,Escape,Titanium
1784,2016 Volkswagen Passat 1.8T S,Used,"33,327 mi.",11650,White,Gray,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Passat,S
1785,2010 GMC Yukon SLT,Used,"133,062 mi.",14420,Gray,Black,Automatic,SUV,2010-01-01,10.47,GMC,Yukon,SLT
1786,2018 Chevrolet Cruze LT,Used,"40,000 mi.",14774,Silver,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Cruze,LT
1787,2017 FIAT 500 Lounge,Used,"36,271 mi.",12400,Blue,Beige,Automatic,Hatchback,2017-01-01,3.46,FIAT,500,Lounge
1788,2014 Subaru Legacy 2.5i Premium,Used,"94,285 mi.",10987,Gray,Black,CVT,Sedan,2014-01-01,6.46,Subaru,Legacy,Premium
1789,2015 GMC Terrain SLE-1,Used,"90,935 mi.",11909,Blue,Black,Automatic,SUV,2015-01-01,5.46,GMC,Terrain,SLE-1
1790,2013 Honda CR-V EX-L,Used,"112,870 mi.",14107,Gray,Gray,Automatic,SUV,2013-01-01,7.46,Honda,CR-V,EX-L
1791,2014 Ford Escape SE,Used,"100,047 mi.",11747,Black,Black,Automatic,SUV,2014-01-01,6.46,Ford,Escape,SE
1792,2014 Ford Fusion SE,Used,"113,207 mi.",9495,Black,Black,Automatic,Sedan,2014-01-01,6.46,Ford,Fusion,SE
1793,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"91,709 mi.",8990,Gray,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
1794,2016 Volkswagen e-Golf SE,Volkswagen Certified,"16,001 mi.",14990,White,Black,Automatic,Hatchback,2016-01-01,4.46,Volkswagen,e-Golf,SE
1795,1999 Ford F-150 XL,Used,"81,607 mi.",7495,Blue,Gray,Manual,Regular Cab Pickup,1999-01-01,21.47,Ford,F-150,XL
1796,2016 Nissan Versa 1.6 S,Used,"26,868 mi.",9998,Gray,Gray,Manual,Sedan,2016-01-01,4.46,Nissan,Versa,S
1797,2019 Hyundai Elantra SEL,Used,"39,285 mi.",13490,Red,Gray,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
1798,2013 Chevrolet Cruze 1LT,Used,"94,534 mi.",7995,Black,Black,Automatic,Sedan,2013-01-01,7.46,Chevrolet,Cruze,1LT
1799,2008 Mitsubishi Lancer GTS,Used,"95,616 mi.",6995,Gray,Black,CVT,Sedan,2008-01-01,12.47,Mitsubishi,Lancer,GTS
1800,2013 Kia Soul Base,Used,"76,540 mi.",6791,Silver,Black,Manual,Wagon,2013-01-01,7.46,Kia,Soul,Base
1801,2011 Nissan Leaf SL,Used,"42,224 mi.",6491,Silver,Gray,Automatic,Hatchback,2011-01-01,9.47,Nissan,Leaf,SL
1802,2008 Jeep Wrangler Unlimited X,Used,"125,680 mi.",13777,Black,Gray,Manual,SUV,2008-01-01,12.47,Jeep,Wrangler,X
1803,1981 Alfa_Romeo Spider Veloce Convertible,Used,"172,358 mi.",3995,Black,Beige,Automatic,Convertible,1981-01-01,39.48,Alfa_Romeo,Spider,Convertible
1804,2008 Subaru Outback 2.5i,Used,"116,001 mi.",9900,Gray,Black,Automatic,Wagon,2008-01-01,12.47,Subaru,Outback,2.5i
1805,2003 Toyota Tacoma Xtracab,Used,"171,508 mi.",14991,White,Gray,Automatic,Extended Cab Pickup,2003-01-01,17.47,Toyota,Tacoma,Xtracab
1806,2006 BMW X5 4.4i,Used,"173,363 mi.",4995,Gray,Gray,Automatic,SUV,2006-01-01,14.47,BMW,X5,4.4i
1807,2006 Suzuki Forenza W/ABS,Used,"98,160 mi.",2888,Silver,Gray,Automatic,Sedan,2006-01-01,14.47,Suzuki,Forenza,W/ABS
1808,2018 Nissan Versa 1.6 SV,Used,"42,619 mi.",9556,Silver,Gray,CVT,Sedan,2018-01-01,2.46,Nissan,Versa,SV
1809,2007 Nissan Versa S,Used,"166,191 mi.",4588,Blue,Black,Automatic,Hatchback,2007-01-01,13.47,Nissan,Versa,S
1810,2008 Toyota Camry SE,Used,"109,885 mi.",8688,Red,Black,Automatic,Sedan,2008-01-01,12.47,Toyota,Camry,SE
1811,2019 Kia Optima LX,Used,"21,555 mi.",14999,Red,Black,Automatic,Sedan,2019-01-01,1.46,Kia,Optima,LX
1812,2008 Ford Escape XLT,Used,"187,934 mi.",4995,White,Gray,Automatic,SUV,2008-01-01,12.47,Ford,Escape,XLT
1813,2007 Mercury Milan I-4,Used,"158,561 mi.",2995,Silver,Gray,Automatic,Sedan,2007-01-01,13.47,Mercury,Milan,I-4
1814,2007 Toyota Camry SE,Used,"125,527 mi.",7788,Red,Black,Manual,Sedan,2007-01-01,13.47,Toyota,Camry,SE
1815,2000 Nissan Xterra XE,Used,"182,248 mi.",5995,Black,Gray,Automatic,SUV,2000-01-01,20.47,Nissan,Xterra,XE
1816,2011 Chevrolet Equinox LTZ,Used,"124,369 mi.",9188,Brown,Brown,Automatic,SUV,2011-01-01,9.47,Chevrolet,Equinox,LTZ
1817,2013 Hyundai Accent GLS,Used,"97,139 mi.",6995,Gray,Gray,Automatic,Sedan,2013-01-01,7.46,Hyundai,Accent,GLS
1818,2018 Hyundai Elantra SEL,Used,"38,521 mi.",13000,White,Gray,Automatic,Sedan,2018-01-01,2.46,Hyundai,Elantra,SEL
1819,2008 Volvo C30 T5,Used,"128,758 mi.",6850,Other,Other,Automatic,Hatchback,2008-01-01,12.47,Volvo,C30,T5
1820,2007 Saturn Vue BASE,Used,"140,263 mi.",5750,Blue,Gray,Automatic,SUV,2007-01-01,13.47,Saturn,Vue,BASE
1821,2004 Chevrolet Tracker Base,Used,"111,038 mi.",6995,Silver,Black,Automatic,SUV,2004-01-01,16.47,Chevrolet,Tracker,Base
1822,2014 Chevrolet Malibu 1LS,Used,"22,591 mi.",12998,Gray,Gray,Automatic,Sedan,2014-01-01,6.46,Chevrolet,Malibu,1LS
1823,2008 Subaru Forester 2.5X,Used,"85,728 mi.",11900,White,Beige,Automatic,SUV,2008-01-01,12.47,Subaru,Forester,2.5X
1824,2014 BMW 320 i,Used,"82,500 mi.",9500,White,Other,Automatic,Sedan,2014-01-01,6.46,BMW,320,i
1825,2013 Hyundai Sonata GLS,Used,"32,295 mi.",12998,Silver,Gray,Automatic,Sedan,2013-01-01,7.46,Hyundai,Sonata,GLS
1826,2013 Toyota Prius Two,Used,"112,321 mi.",8000,Black,Other,CVT,Hatchback,2013-01-01,7.46,Toyota,Prius,Two
1827,2016 Chevrolet Impala Limited LT,Used,"72,000 mi.",7449,Black,Other,Automatic,Sedan,2016-01-01,4.46,Chevrolet,Impala,LT
1828,2011 Toyota Highlander Limited,Used,"123,980 mi.",14995,Black,Other,Automatic,SUV,2011-01-01,9.47,Toyota,Highlander,Limited
1829,2008 Toyota Camry LE,Used,"39,544 mi.",12599,Green,Gray,Automatic,Sedan,2008-01-01,12.47,Toyota,Camry,LE
1830,2007 Buick Lucerne CXL,Used,"108,672 mi.",5991,Other,Brown,Automatic,Sedan,2007-01-01,13.47,Buick,Lucerne,CXL
1831,2015 Ford Fusion SE,Used,"89,919 mi.",11998,Gray,Black,Automatic,Sedan,2015-01-01,5.46,Ford,Fusion,SE
1832,2014 Toyota Prius c Two,Used,"40,907 mi.",14599,Black,Gray,CVT,Hatchback,2014-01-01,6.46,Toyota,Prius,Two
1833,2016 Volkswagen Beetle 1.8T S,Used,"64,487 mi.",14999,Other,Black,Automatic,Convertible,2016-01-01,4.46,Volkswagen,Beetle,S
1834,2018 Nissan Versa 1.6 SV,Used,"36,990 mi.",11998,Silver,Black,CVT,Sedan,2018-01-01,2.46,Nissan,Versa,SV
1835,2007 MINI Cooper S,Used,"134,000 mi.",4850,Red,Black,CVT,Hatchback,2007-01-01,13.47,MINI,Cooper,S
1836,2015 BMW X3 xDrive28d,Used,"99,254 mi.",14999,Black,Black,Automatic,SUV,2015-01-01,5.46,BMW,X3,xDrive28d
1837,2012 Kia Forte Koup SX,Used,"127,772 mi.",6977,Gray,Other,Manual,Coupe,2012-01-01,8.47,Kia,Forte,SX
1838,2004 Toyota 4Runner Limited,Used,"172,331 mi.",13995,Silver,Gray,Automatic,SUV,2004-01-01,16.47,Toyota,4Runner,Limited
1839,2009 Subaru Impreza WRX,Used,"142,219 mi.",9477,Silver,Black,Manual,Hatchback,2009-01-01,11.47,Subaru,Impreza,WRX
1840,2013 BMW 328 i xDrive,Used,"96,228 mi.",10995,Blue,Black,Automatic,Sedan,2013-01-01,7.46,BMW,328,xDrive
1841,2012 Honda CR-V LX,Used,"97,691 mi.",12995,White,Gray,Automatic,SUV,2012-01-01,8.47,Honda,CR-V,LX
1842,2015 Toyota Corolla S,Used,"74,733 mi.",11888,Other,Other,CVT,Sedan,2015-01-01,5.46,Toyota,Corolla,S
1843,2014 Subaru Forester 2.5i Premium,Used,"109,334 mi.",12700,Red,Gray,CVT,SUV,2014-01-01,6.46,Subaru,Forester,Premium
1844,2013 Ford Escape SEL,Used,"96,378 mi.",9888,Other,Other,Automatic,SUV,2013-01-01,7.46,Ford,Escape,SEL
1845,2017 Hyundai Santa Fe Sport 2.4L,Used,"112,134 mi.",11888,Red,Beige,Automatic,SUV,2017-01-01,3.46,Hyundai,Santa,2.4L
1846,2015 Mazda Mazda5 Sport,Used,"112,304 mi.",9888,White,Beige,Automatic,Wagon,2015-01-01,5.46,Mazda,Mazda5,Sport
1847,2005 Ford Focus ZX5 SE,Used,"103,927 mi.",3895,Silver,Gray,Automatic,Hatchback,2005-01-01,15.47,Ford,Focus,SE
1848,2003 Toyota Matrix XR,Used,"154,000 mi.",4495,Blue,Black,Automatic,Hatchback,2003-01-01,17.47,Toyota,Matrix,XR
1849,2016 Nissan Leaf S,Used,"28,670 mi.",9997,Black,Black,Automatic,Hatchback,2016-01-01,4.46,Nissan,Leaf,S
1850,2018 Nissan Versa S,Used,"44,616 mi.",8995,Gray,Black,Automatic,Sedan,2018-01-01,2.46,Nissan,Versa,S
1851,2008 Toyota Corolla,Used,"115,000 mi.",6495,Gray,Gray,Automatic,Sedan,2008-01-01,12.47,Toyota,Corolla,Corolla
1852,2010 Ford Mustang GT Premium,Used,"62,019 mi.",14995,White,Red,Manual,Coupe,2010-01-01,10.47,Ford,Mustang,Premium
1853,2012 BMW X5 xDrive50i,Used,"102,325 mi.",11495,Gray,Black,Automatic,SUV,2012-01-01,8.47,BMW,X5,xDrive50i
1854,2000 Honda Prelude,Used,"179,502 mi.",4995,Green,Beige,Automatic,Coupe,2000-01-01,20.47,Honda,Prelude,Prelude
1855,2016 Nissan Leaf S,Used,"27,763 mi.",10870,Black,Black,Automatic,Hatchback,2016-01-01,4.46,Nissan,Leaf,S
1856,2010 Ford F-150 Lariat SuperCrew,Used,"145,147 mi.",10995,White,Beige,Automatic,Crew Cab Pickup,2010-01-01,10.47,Ford,F-150,SuperCrew
1857,2009 Ford Flex SEL,Used,"128,553 mi.",7995,Red,Gray,Automatic,SUV,2009-01-01,11.47,Ford,Flex,SEL
1858,2013 Honda Civic EX,Used,"43,506 mi.",12495,Black,Gray,Automatic,Sedan,2013-01-01,7.46,Honda,Civic,EX
1859,2009 Honda Fit Sport,Used,"129,000 mi.",7995,Blue,Black,Automatic,Hatchback,2009-01-01,11.47,Honda,Fit,Sport
1860,2014 Volkswagen Touareg Sport,Used,"121,193 mi.",11990,Gray,Black,Automatic,SUV,2014-01-01,6.46,Volkswagen,Touareg,Sport
1861,2003 Jeep Wrangler Sport,Used,"94,102 mi.",11995,Black,Other,Manual,SUV,2003-01-01,17.47,Jeep,Wrangler,Sport
1862,2010 Mercedes-Benz E 350,Used,"108,656 mi.",10995,Black,Other,Automatic,Sedan,2010-01-01,10.47,Mercedes-Benz,E,350
1863,2013 BMW X1 xDrive 28i,Used,"87,984 mi.",11995,Gold,Beige,Automatic,SUV,2013-01-01,7.46,BMW,X1,28i
1864,2008 Hyundai Santa Fe Limited,Used,"158,899 mi.",5900,Black,Other,Automatic,SUV,2008-01-01,12.47,Hyundai,Santa,Limited
1865,2000 GMC Sierra 1500 SLT,Used,"98,006 mi.",10990,Gray,Gray,Automatic,Regular Cab Pickup,2000-01-01,20.47,GMC,Sierra,SLT
1866,2001 GMC Yukon XL SLT,Used,"182,399 mi.",4901,Gray,Other,Automatic,SUV,2001-01-01,19.47,GMC,Yukon,SLT
