,Name,Stocktype,Mileage (Miles),Price,Ext_color,Int_color,Transmission,Drivetrain
1799,2016 Nissan Versa 1.6 S,Used,"26,868 mi.","$9,998",Gray,Gray,Manual,FWD
1800,2007 Toyota Prius,Used,"143,713 mi.","$5,491",Red,Gray,CVT,FWD
1801,2013 Kia Soul Base,Used,"76,540 mi.","$6,791",Silver,Black,Manual,FWD
1802,2011 Nissan Leaf SL,Used,"42,224 mi.","$6,491",Silver,Gray,Automatic,FWD
1803,2000 BMW 323 Ci,Used,"130,691 mi.","$5,991",Silver,Gray,Automatic,RWD
1804,2008 Jeep Wrangler Unlimited X,Used,"125,680 mi.","$13,777",Black,Gray,Manual,drive
1805,1981 Alfa Romeo Spider Veloce Convertible,Used,"172,358 mi.","$3,995",Black,Beige,Automatic,RWD
1806,2008 Subaru Outback 2.5i,Used,"116,001 mi.","$9,900",Gray,Black,Automatic,AWD
1807,2003 Toyota Tacoma Xtracab,Used,"171,508 mi.","$14,991",White,Gray,Automatic,drive
1808,2006 BMW X5 4.4i,Used,"173,363 mi.","$4,995",Gray,Gray,Automatic,AWD
1809,2012 Chevrolet Cruze 2LT,Used,"95,440 mi.","$8,988",Red,Black,Automatic,FWD
1810,2006 Ford Taurus SE,Used,"122,137 mi.","$3,995",Purple,Gray,Automatic,FWD
1811,2013 Chevrolet Impala LT Fleet,Used,"113,889 mi.","$7,988",Gray,Gray,Automatic,FWD
1812,2018 Nissan Versa 1.6 SV,Used,"42,619 mi.","$9,556",Silver,Gray,CVT,FWD
1813,2018 Nissan Versa 1.6 SV,Used,"29,319 mi.","$9,999",Gray,Gray,CVT,FWD
1814,2007 Nissan Versa S,Used,"166,191 mi.","$4,588",Blue,Black,Automatic,FWD
1815,2008 Toyota Camry SE,Used,"109,885 mi.","$8,688",Red,Black,Automatic,FWD
1816,2019 Kia Optima LX,Used,"21,555 mi.","$14,999",Red,Black,Automatic,FWD
1817,2008 Ford Escape XLT,Used,"187,934 mi.","$4,995",White,Gray,Automatic,drive
1818,2007 Mercury Milan I-4,Used,"158,561 mi.","$2,995",Silver,Gray,Automatic,FWD
1819,2007 Toyota Camry SE,Used,"125,527 mi.","$7,788",Red,Black,Manual,FWD
1820,2000 Nissan Xterra XE,Used,"182,248 mi.","$5,995",Black,Gray,Automatic,drive
1821,2011 Chevrolet Equinox LTZ,Used,"124,369 mi.","$9,188",Brown,Brown,Automatic,AWD
1822,2005 Toyota Avalon Limited,Used,"147,006 mi.","$7,950",Silver,Gray,Automatic,FWD
1823,2007 Chevrolet Colorado LS,Used,"113,251 mi.","$5,995",Other,Other,Automatic,RWD
1824,2018 Hyundai Elantra SEL,Used,"38,521 mi.","$13,000",White,Gray,Automatic,FWD
1825,2008 Volvo C30 T5,Used,"128,758 mi.","$6,850",Other,Other,Automatic,FWD
1826,2017 Toyota Corolla LE,Used,"23,425 mi.","$14,100",Gray,Black,CVT,FWD
1827,2016 Mazda CX-3 Touring,Used,"46,140 mi.","$14,100",White,Black,Automatic,FWD
1828,2007 Honda Element EX,Used,"155,781 mi.","$8,900",Black,Black,Automatic,drive
1829,2014 Chevrolet Malibu 1LS,Used,"22,591 mi.","$12,998",Gray,Gray,Automatic,FWD
1830,2008 Subaru Forester 2.5X,Used,"85,728 mi.","$11,900",White,Beige,Automatic,AWD
1831,2014 BMW 320 i,Used,"82,500 mi.","$9,500",White,Other,Automatic,RWD
1832,2013 Hyundai Sonata GLS,Used,"32,295 mi.","$12,998",Silver,Gray,Automatic,FWD
1833,2013 Toyota Prius Two,Used,"112,321 mi.","$8,000",Black,Other,CVT,FWD
1834,2016 Chevrolet Impala Limited LT,Used,"72,000 mi.","$7,449",Black,Other,Automatic,FWD
1835,2011 Toyota Highlander Limited,Used,"123,980 mi.","$14,995",Black,Other,Automatic,AWD
1836,2008 Toyota Camry LE,Used,"39,544 mi.","$12,599",Green,Gray,Automatic,FWD
1837,2014 Toyota Prius c Two,Used,"40,907 mi.","$14,599",Black,Gray,CVT,FWD
1838,2016 Volkswagen Beetle 1.8T S,Used,"64,487 mi.","$14,999",Other,Black,Automatic,FWD
1839,2015 Dodge Journey SE,Used,"50,661 mi.","$12,977",White,Other,Automatic,AWD
1840,2014 Chevrolet Equinox LS,Used,"127,830 mi.","$9,888",Other,Other,Automatic,AWD
1841,2012 Kia Forte Koup SX,Used,"127,772 mi.","$6,977",Gray,Other,Manual,FWD
1842,2004 Toyota 4Runner Limited,Used,"172,331 mi.","$13,995",Silver,Gray,Automatic,drive
1843,2009 Subaru Impreza WRX,Used,"142,219 mi.","$9,477",Silver,Black,Manual,AWD
1844,2013 BMW 328 i xDrive,Used,"96,228 mi.","$10,995",Blue,Black,Automatic,AWD
1845,2012 Honda CR-V LX,Used,"97,691 mi.","$12,995",White,Gray,Automatic,AWD
1846,2015 Toyota Corolla S,Used,"74,733 mi.","$11,888",Other,Other,CVT,FWD
1847,2014 Subaru Forester 2.5i Premium,Used,"109,334 mi.","$12,700",Red,Gray,CVT,AWD
1848,2013 Ford Escape SEL,Used,"96,378 mi.","$9,888",Other,Other,Automatic,FWD
1849,2017 Hyundai Santa Fe Sport 2.4L,Used,"112,134 mi.","$11,888",Red,Beige,Automatic,AWD
1850,2015 Mazda Mazda5 Sport,Used,"112,304 mi.","$9,888",White,Beige,Automatic,FWD
1851,2005 Ford Focus ZX5 SE,Used,"103,927 mi.","$3,895",Silver,Gray,Automatic,FWD
1852,2007 Honda Accord LX,Used,"131,000 mi.","$6,995",Silver,Black,Automatic,FWD
1853,2003 Toyota Matrix XR,Used,"154,000 mi.","$4,495",Blue,Black,Automatic,FWD
1854,2016 Nissan Leaf S,Used,"28,670 mi.","$9,997",Black,Black,Automatic,FWD
1855,2018 Nissan Versa S,Used,"44,616 mi.","$8,995",Gray,Black,Automatic,FWD
1856,2008 Toyota Corolla,Used,"115,000 mi.","$6,495",Gray,Gray,Automatic,FWD
1857,2010 Ford Mustang GT Premium,Used,"62,019 mi.","$14,995",White,Red,Manual,RWD
1858,2012 BMW X5 xDrive50i,Used,"102,325 mi.","$11,495",Gray,Black,Automatic,AWD
1859,2000 Honda Prelude,Used,"179,502 mi.","$4,995",Green,Beige,Automatic,FWD
1860,2016 Nissan Leaf S,Used,"27,763 mi.","$10,870",Black,Black,Automatic,FWD
1861,2010 Ford F-150 Lariat SuperCrew,Used,"145,147 mi.","$10,995",White,Beige,Automatic,drive
1862,2009 Ford Flex SEL,Used,"128,553 mi.","$7,995",Red,Gray,Automatic,FWD
1863,2013 Honda Civic EX,Used,"43,506 mi.","$12,495",Black,Gray,Automatic,FWD
1864,2014 Volkswagen Touareg Sport,Used,"121,193 mi.","$11,990",Gray,Black,Automatic,AWD
1865,2003 Jeep Wrangler Sport,Used,"94,102 mi.","$11,995",Black,Other,Manual,drive
1866,2010 Mercedes-Benz E 350,Used,"108,656 mi.","$10,995",Black,Other,Automatic,RWD
1867,2008 Hyundai Santa Fe Limited,Used,"158,899 mi.","$5,900",Black,Other,Automatic,AWD
1868,2000 GMC Sierra 1500 SLT,Used,"98,006 mi.","$10,990",Gray,Gray,Automatic,drive
1869,2001 GMC Yukon XL SLT,Used,"182,399 mi.","$4,901",Gray,Other,Automatic,drive
1870,2005 INFINITI FX35,Used,"104,607 mi.","$8,991",Silver,Black,Automatic,AWD
1871,2013 Volkswagen CC 2.0T Sport Plus,Used,"73,209 mi.","$11,998",Brown,Black,Automatic,FWD
1872,2016 Chevrolet Malibu LS,Used,"28,038 mi.","$13,599",Blue,Gray,Automatic,FWD
1873,2016 Hyundai Elantra GT Base,Used,"59,180 mi.","$11,599",Red,Black,Automatic,FWD
1874,2018 Kia Soul +,Used,"54,234 mi.","$13,599",Silver,Black,Automatic,FWD
1875,2013 Ford Edge SE,Used,"90,476 mi.","$12,995",Black,Other,Automatic,FWD
1876,2014 Kia Optima LX,Used,"42,678 mi.","$12,599",Black,White,Automatic,FWD
1877,2010 BMW 328 i,Used,"97,887 mi.","$9,500",White,Black,Unknown,RWD
1878,2014 Kia Soul +,Used,"40,559 mi.","$12,599",White,Black,Automatic,FWD
1879,2019 Nissan Versa 1.6 SV,Used,"7,202 mi.","$12,512",White,Gray,CVT,FWD
1880,2010 Hyundai Sonata GLS,Used,"107,937 mi.","$5,995",Silver,Gray,Automatic,FWD
1881,2010 Subaru Forester 2.5X Premium,Used,"128,043 mi.","$8,838",Gray,Gray,Automatic,AWD
1882,2015 Volkswagen Jetta DSG TDI SE w/Connectivity,Used,"53,011 mi.","$13,995",White,Beige,Automatic,FWD
1883,2019 Nissan Versa 1.6 SV,Used,"20,606 mi.","$12,239",Silver,Gray,CVT,FWD
1884,2015 Toyota Camry SE,Used,"63,841 mi.","$12,995",Gray,Black,Automatic,FWD
1885,2016 Toyota Corolla L,Used,"100,044 mi.","$11,590",Silver,Other,Automatic,FWD
1886,2006 GMC Sierra 2500 W/T,Used,"197,556 mi.","$8,836",Blue,Other,Automatic,drive
1887,2011 Toyota 4Runner SR5,Used,"147,000 mi.","$14,500",Silver,Black,Automatic,RWD
1888,2010 Toyota Prius I,Used,"144,080 mi.","$8,998",White,Other,CVT,FWD
1889,2005 Acura TL 3.2,Used,"212,400 mi.","$4,200",White,Beige,Automatic,FWD
1890,2013 Honda CR-V EX-L,Used,"112,870 mi.","$14,107",Gray,Gray,Automatic,AWD
1891,2012 Honda Accord EX-L,Used,"83,805 mi.","$12,997",Black,Black,Automatic,FWD
1892,2013 Mazda Mazda3 i SV,Used,"85,065 mi.","$8,995",Silver,Black,Automatic,FWD
1893,2014 Ford Escape SE,Used,"92,486 mi.","$11,477",Blue,Gray,Automatic,drive
1894,2019 Hyundai Elantra SEL,Used,"39,285 mi.","$13,490",Red,Gray,Automatic,FWD
1895,2013 Chevrolet Cruze 1LT,Used,"94,534 mi.","$7,995",Black,Black,Automatic,FWD
1896,2008 Mitsubishi Lancer GTS,Used,"95,616 mi.","$6,995",Gray,Black,CVT,FWD
1897,2017 Kia Soul +,Used,"82,165 mi.","$10,490",Gray,Black,Automatic,FWD
1898,2011 Toyota Camry LE,Used,"116,053 mi.","$8,995",Red,Gray,Automatic,FWD
1899,2015 Ford Fusion SE,Used,"103,016 mi.","$9,790",White,Black,Automatic,FWD
1900,2006 Suzuki Forenza W/ABS,Used,"98,160 mi.","$2,888",Silver,Gray,Automatic,FWD
1901,2016 Volkswagen Jetta Limited,Used,"68,438 mi.","$10,777",Gray,Gray,Automatic,FWD
1902,2017 Subaru Outback 2.5i Limited,Used,"129,920 mi.","$14,991",White,Black,CVT,AWD
1903,2013 Hyundai Accent GLS,Used,"97,139 mi.","$6,995",Gray,Gray,Automatic,FWD
1904,2013 BMW 328 i,Used,"111,573 mi.","$13,488",Other,Black,Automatic,RWD
1905,2018 Ford Focus SE,Used,"28,418 mi.","$14,471",Blue,Other,Unknown,FWD
1906,2019 Ford Fiesta SE,Used,"12,234 mi.","$12,499",Black,Black,Automatic,FWD
1907,2007 Chevrolet Equinox LT,Used,"194,694 mi.","$4,588",Silver,Gray,Automatic,AWD
1908,2019 Ford Fiesta SE,Used,"19,828 mi.","$11,698",Silver,Black,Manual,FWD
1909,2008 Ford Focus SE,Used,"130,685 mi.","$6,688",White,Black,Automatic,FWD
1910,2007 Nissan Murano SE,Used,"125,716 mi.","$6,995",Black,Gray,CVT,AWD
1911,2007 Saturn Vue BASE,Used,"140,263 mi.","$5,750",Blue,Gray,Automatic,FWD
1912,2004 Chevrolet Tracker Base,Used,"111,038 mi.","$6,995",Silver,Black,Automatic,drive
1913,2006 GMC Envoy SLE,Used,"71,896 mi.","$7,995",Blue,Gray,Automatic,RWD
1914,2007 Chevrolet Cobalt LS,Used,"153,294 mi.","$3,995",Red,Gray,Automatic,FWD
1915,2011 Nissan Cube 1.8,Used,"155,650 mi.","$5,995",Beige,Black,Manual,FWD
1916,2012 Jeep Liberty Jet,Used,"92,386 mi.","$12,500",Silver,Black,Automatic,drive
1917,2002 Toyota Tacoma Double Cab,Used,"205,729 mi.","$9,990",Silver,Gray,Automatic,drive
1918,2012 MINI Cooper Base,Used,"117,000 mi.","$6,948",Gray,Black,Manual,FWD
1919,2011 Toyota Sienna XLE,Used,"135,836 mi.","$11,990",Green,Beige,Automatic,FWD
1920,2013 Chevrolet Silverado 1500 LT,Used,"137,940 mi.","$12,990",Black,Black,Automatic,drive
1921,2007 Buick Lucerne CXL,Used,"108,672 mi.","$5,991",Other,Brown,Automatic,FWD
1922,2015 Ford Fusion SE,Used,"89,919 mi.","$11,998",Gray,Black,Automatic,FWD
1923,2014 Subaru Impreza 2.0i Sport Limited,Used,"107,000 mi.","$10,500",Silver,Black,CVT,AWD
1924,2015 Chevrolet Impala 1LS,Used,"32,275 mi.","$14,998",Gray,Gray,Automatic,FWD
1925,2013 Chevrolet Cruze 1LT,Used,"93,434 mi.","$9,998",White,Gray,Automatic,FWD
1926,2011 Volkswagen Jetta SE,Used,"107,204 mi.","$9,599",Silver,Black,Automatic,FWD
1927,2012 Volkswagen Golf TDI 2-Door,Volkswagen Certified,"49,288 mi.","$11,988",Silver,Black,Manual,FWD
1928,2018 Nissan Versa 1.6 SV,Used,"36,990 mi.","$11,998",Silver,Black,CVT,FWD
1929,2007 MINI Cooper S,Used,"134,000 mi.","$4,850",Red,Black,CVT,FWD
1930,2015 BMW X3 xDrive28d,Used,"99,254 mi.","$14,999",Black,Black,Automatic,AWD
1931,2018 Nissan Altima S,Used,"39,303 mi.","$14,599",Red,Black,CVT,FWD
1932,2018 FIAT 500 Lounge,Used,"4,605 mi.","$12,998",White,Black,Automatic,FWD
1933,2010 Land Rover Range Rover Sport HSE,Used,"117,695 mi.","$13,900",Green,Other,Automatic,drive
1934,2019 Kia Optima LX,Used,"38,438 mi.","$14,998",Gray,Black,Automatic,FWD
1935,2010 Honda Accord Crosstour EX-L,Used,"67,000 mi.","$13,000",White,Beige,Automatic,AWD
1936,2014 Kia Sorento LX,Used,"99,314 mi.","$11,888",Other,Other,Automatic,AWD
1937,2009 BMW 535 i,Used,"94,386 mi.","$7,990",Silver,Black,Automatic,RWD
1938,2019 Kia Optima LX,Used,"34,531 mi.","$14,977",Black,Other,Automatic,FWD
1939,2018 Ford Escape SE,Used,"73,523 mi.","$14,888",White,Gray,Automatic,drive
1940,2017 Mitsubishi Mirage G4 ES,Used,"35,074 mi.","$6,888",Other,Black,Manual,FWD
1941,2009 Honda Fit Sport,Used,"129,000 mi.","$7,995",Blue,Black,Automatic,FWD
1942,2002 Honda CR-V LX,Used,"140,000 mi.","$6,995",Red,Beige,Automatic,drive
1943,2016 Nissan Leaf SV,Used,"22,773 mi.","$12,244",Silver,Black,Automatic,FWD
1944,2013 Honda CR-V LX,Used,"67,305 mi.","$14,999",Silver,Gray,Automatic,FWD
1945,2008 BMW 650 i,Used,"104,263 mi.","$10,995",Black,Black,Automatic,RWD
1946,2003 Chevrolet Silverado 2500 LT H/D Extended Cab,Used,"169,598 mi.","$13,995",Red,Gray,Manual,drive
1947,2011 GMC Yukon XL 1500 Denali,Used,"158,744 mi.","$13,995",White,Gray,Automatic,RWD
1948,2018 Volkswagen Beetle 2.0T S,Used,"41,428 mi.","$13,757",Blue,Black,Automatic,FWD
1949,2014 Subaru Impreza 2.0i Premium,Used,"77,846 mi.","$12,999",White,Black,CVT,AWD
1950,2014 Kia Soul Base,Used,"94,750 mi.","$7,995",Brown,Black,Automatic,FWD
1951,2013 Jeep Grand Cherokee Laredo,Used,"107,473 mi.","$11,795",Blue,Black,Automatic,RWD
1952,2013 BMW X1 xDrive 28i,Used,"87,984 mi.","$11,995",Gold,Beige,Automatic,AWD
1953,2012 Honda CR-V EX-L w/Navigation,Used,"187,060 mi.","$9,788",Red,Gray,Automatic,FWD
1954,2013 Lexus ES 350 Base,Used,"159,723 mi.","$12,495",Black,Gray,Automatic,FWD
1955,2018 Nissan Versa 1.6 SV,Used,"41,104 mi.","$9,790",Blue,Gray,CVT,FWD
1956,2011 Subaru Outback 2.5i Limited,Used,"138,667 mi.","$9,987",Silver,Black,CVT,AWD
1957,2019 Kia Optima LX,Used,"39,840 mi.","$14,599",Silver,Black,Automatic,FWD
1958,2017 Ford Escape SE,Used,"87,372 mi.","$13,395",Black,Black,Automatic,drive
1959,2017 Hyundai Accent SE,Used,"14,087 mi.","$12,599",Gray,Gray,Manual,FWD
1960,2017 Hyundai Sonata SE,Used,"30,685 mi.","$14,998",White,Beige,Automatic,FWD
1961,2015 Toyota Prius Two,Used,"103,443 mi.","$11,950",Gray,Gray,CVT,FWD
1962,2017 Volkswagen Jetta 1.4T SE,Used,"32,124 mi.","$11,980",Red,Black,Automatic,FWD
1963,2017 Chevrolet Malibu 1LS,Used,"36,529 mi.","$14,998",Black,Black,Automatic,FWD
1964,2017 Volkswagen Jetta 1.4T S,Used,"29,392 mi.","$13,599",Black,Black,Automatic,FWD
1965,2010 Honda CR-V EX,Used,"134,004 mi.","$10,287",Gold,Beige,Automatic,drive
1966,2018 Chevrolet Malibu LT,Used,"39,601 mi.","$14,599",Black,Black,Automatic,FWD
1967,2016 Volkswagen e-Golf SE,Volkswagen Certified,"16,941 mi.","$14,888",Silver,Black,Automatic,FWD
1968,2016 Nissan Murano S,Used,"137,050 mi.","$13,997",Silver,Black,CVT,AWD
1969,2013 Cadillac CTS Premium,Used,"84,107 mi.","$14,989",White,Beige,Automatic,AWD
1970,2012 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"49,727 mi.","$11,888",Black,Black,Automatic,FWD
1971,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"39,175 mi.","$11,988",Silver,Black,Automatic,FWD
1972,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"57,627 mi.","$12,888",Gray,Black,Automatic,FWD
1973,2016 Toyota Corolla L,Used,"53,693 mi.","$14,688",Gray,Gray,Automatic,FWD
1974,2008 Honda Fit Sport,Used,"146,332 mi.","$5,999",Blue,Other,Automatic,FWD
1975,2019 Ford Fiesta SE,Used,"26,752 mi.","$11,409",Silver,Black,Automatic,FWD
1976,2004 Toyota Corolla CE,Used,"137,217 mi.","$4,997",White,Gray,Automatic,FWD
1977,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"52,559 mi.","$12,988",Gray,Black,Automatic,FWD
1978,2011 Toyota Sienna XLE,Used,"127,063 mi.","$12,997",Green,Gray,Automatic,FWD
1979,2019 Kia Soul +,Used,"44,712 mi.","$12,982",Blue,Black,Automatic,FWD
1980,2015 Chrysler 200 S,Used,"73,228 mi.","$11,779",White,Black,Automatic,FWD
1981,2012 Dodge Journey Crew,Used,"129,770 mi.","$8,888",Silver,Black,Automatic,AWD
1982,2013 Toyota Camry SE,Used,"81,717 mi.","$12,760",Black,Other,Automatic,FWD
1983,2014 Volkswagen Passat 2.5L SE,Used,"57,202 mi.","$12,988",White,Black,Automatic,FWD
1984,2012 Audi A3 2.0 TDI Premium Plus,Used,"77,236 mi.","$12,685",Silver,Black,Automatic,FWD
1985,2006 BMW 525 xi,Used,"135,774 mi.","$5,900",Gray,Black,Automatic,AWD
1986,2010 Ford Fusion SE,Used,"107,500 mi.","$5,999",Gray,Gray,Automatic,FWD
1987,2018 Nissan Altima 2.5 SV,Nissan Certified,"35,070 mi.","$13,888",White,Gray,CVT,FWD
1988,2003 Buick Century,Used,"112,000 mi.","$2,500",White,Gray,Automatic,FWD
1989,2001 Subaru Outback,Used,"161,484 mi.","$2,500",Red,Beige,Manual,AWD
1990,2015 Jeep Cherokee Latitude,Used,"93,380 mi.","$12,990",Gray,Black,Automatic,drive
1991,2016 Volkswagen Passat 1.8T,Used,"50,965 mi.","$11,977",Beige,Black,Automatic,FWD
1992,2017 Hyundai Elantra Limited,Used,"39,915 mi.","$14,495",Black,Gray,Automatic,FWD
1993,2017 Volkswagen Passat 1.8T S,Used,"24,893 mi.","$13,995",Gray,Black,Automatic,FWD
1994,2005 Chevrolet Impala Base,Used,"96,926 mi.","$2,500",Red,Gray,Automatic,FWD
1995,2007 Mercury Mountaineer,Used,"164,759 mi.","$3,000",Other,Other,Automatic,AWD
1996,2012 Hyundai Sonata Hybrid Base,Used,"81,570 mi.","$7,990",Silver,Gray,Automatic,FWD
1997,2017 Honda Civic LX,Used,"70,428 mi.","$12,990",Gray,Gray,CVT,FWD
1998,2016 Mazda Mazda3 i Sport,Used,"58,499 mi.","$12,998",Red,Black,Automatic,FWD
1999,2007 Mazda CX-7 Grand Touring,Used,"129,261 mi.","$6,995",Black,Black,Automatic,AWD
2000,2013 Nissan Leaf S,Used,"48,459 mi.","$6,500",White,Gray,Automatic,FWD
2001,2015 Nissan Leaf SV,Nissan Certified,"53,251 mi.","$10,721",Gray,Gray,Automatic,FWD
2002,2017 Nissan Leaf S,Nissan Certified,"34,468 mi.","$11,921",Gray,Black,Automatic,FWD
2003,1998 Subaru Legacy Brighton AWD,Used,"114,303 mi.","$4,991",Red,Gray,Manual,drive
2004,2004 GMC Sierra 1500 SLT Crew Cab,Used,"267,734 mi.","$3,400",Black,Black,Automatic,drive
2005,2001 Ford F-350 XLT,Used,"224,365 mi.","$13,995",Red,Gray,Automatic,drive
2006,2003 Volkswagen Passat GL,Used,"204,814 mi.","$1,888",Red,Gray,Automatic,FWD
2007,2013 Kia Soul Base,Used,"161,556 mi.","$5,995",Black,Black,Automatic,FWD
2008,2008 Dodge Avenger SE,Used,"148,297 mi.","$3,888",Gray,Gray,Automatic,FWD
2009,2009 Toyota Matrix S,Used,"131,610 mi.","$6,991",Black,Black,Automatic,AWD
2010,2008 Toyota Camry SE,Used,"109,885 mi.","$8,988",Red,Black,Automatic,FWD
2011,2003 Ford Focus SE,Used,"146,163 mi.","$3,388",Red,Gray,Automatic,FWD
2012,2006 Ford F-150 King Ranch SuperCrew,Used,"191,996 mi.","$10,788",Green,Brown,Automatic,drive
2013,2018 Kia Rio LX,Used,"25,564 mi.","$13,530",Silver,Black,Automatic,FWD
2014,2007 Land Rover Range Rover Sport Supercharged,Used,"192,012 mi.","$8,988",Black,Black,Automatic,drive
2015,2017 Ford Fusion Hybrid SE,Used,"54,317 mi.","$14,761",White,Black,CVT,FWD
2016,2005 Jeep Liberty Renegade,Used,"132,108 mi.","$6,995",Silver,Gray,Automatic,drive
2017,2014 Ford Explorer XLT,Used,"121,053 mi.","$13,988",Gray,Black,Automatic,drive
2018,2007 Subaru Outback 2.5i,Used,"173,998 mi.","$6,988",Green,Beige,Manual,AWD
2019,2017 Chevrolet Spark 1LT,Used,"23,666 mi.","$10,988",Silver,Black,CVT,FWD
2020,2009 Mercury Mariner,Used,"125,152 mi.","$6,995",Red,Black,Automatic,drive
2021,2012 Ford Transit Connect XL,Used,"125,748 mi.","$11,488",White,Gray,Automatic,FWD
2022,2007 Honda CR-V EX-L,Used,"128,063 mi.","$8,988",Blue,Gray,Automatic,drive
2023,2004 Chevrolet Silverado 2500 LT H/D Crew Cab,Used,"318,006 mi.","$10,188",Black,Gray,Automatic,drive
2024,2011 Dodge Avenger Express,Used,"148,503 mi.","$5,995",Black,Black,Automatic,FWD
2025,2007 Toyota Camry SE,Used,"125,527 mi.","$7,988",Red,Black,Manual,FWD
2026,2008 Ford Focus SE,Used,"153,607 mi.","$3,995",Other,Other,Automatic,FWD
2027,2008 Nissan Rogue SL,Used,"129,397 mi.","$6,995",Other,Gray,CVT,AWD
2028,2005 Volvo XC90 T6,Used,"145,726 mi.","$5,995",Silver,Gray,Automatic,AWD
2029,2014 BMW X3 xDrive28i,Used,"100,491 mi.","$15,000",Black,Other,Automatic,AWD
2030,2007 Volkswagen New Beetle 2.5,Used,"106,411 mi.","$4,900",Yellow,Black,Automatic,FWD
2031,2015 Nissan Rogue S,Used,"33,399 mi.","$13,920",Black,Gray,CVT,FWD
2032,2019 Hyundai Elantra SEL,Used,"33,735 mi.","$13,300",Black,Gray,Automatic,FWD
2033,2009 Lexus IS 250 Base,Used,"75,488 mi.","$13,988",Black,Other,Automatic,AWD
2034,2010 Mercedes-Benz GL 350 BlueTEC,Used,"100,088 mi.","$13,000",Silver,Black,Automatic,AWD
2035,2006 MINI Cooper,Used,"133,700 mi.","$6,750",Blue,Other,Manual,FWD
2036,2011 BMW 328 i xDrive,Used,"89,400 mi.","$6,900",Gray,Black,Automanual,AWD
2037,2011 Audi Q7 3.0T Premium,Used,"105,333 mi.","$12,000",Gray,Black,Automatic,AWD
2038,2017 Ford Fusion SE,Used,"49,577 mi.","$12,980",Red,Gray,Automatic,FWD
2039,2012 Volkswagen Beetle 2.0T,Used,"58,766 mi.","$12,998",Gray,Black,Automatic,FWD
2040,2014 Hyundai Accent GS,Used,"78,228 mi.","$9,599",White,Gray,Manual,FWD
2041,2014 Nissan Rogue Select S,Used,"32,000 mi.","$13,000",Gray,Black,Automanual,AWD
2042,2016 Nissan Sentra SR,Used,"46,300 mi.","$12,310",Red,Gray,CVT,FWD
2043,2005 Volvo S60 R,Used,"73,000 mi.","$5,899",Blue,Other,Automatic,AWD
2044,2014 Kia Forte EX,Used,"100,963 mi.","$9,599",Gray,Gray,Automatic,FWD
2045,2010 Honda Insight EX,Used,"123,295 mi.","$5,400",Silver,Gray,CVT,FWD
2046,2011 MINI Cooper Clubman Base,Used,"74,709 mi.","$9,998",Red,Black,Manual,FWD
2047,2009 Toyota RAV4 Limited,Used,"162,083 mi.","$9,995",Brown,Silver,Automatic,drive
2048,2011 Nissan Rogue S,Used,"125,373 mi.","$6,995",Blue,Black,CVT,AWD
2049,2007 Toyota Sequoia SR5,Used,"185,553 mi.","$9,970",Silver,Gray,Automatic,drive
2050,2010 Ford Flex Limited,Used,"139,198 mi.","$7,977",Black,Other,Automatic,AWD
2051,2007 BMW 328 xi,Used,"94,500 mi.","$7,495",Black,Black,Automatic,AWD
2052,2006 MINI Cooper,Used,"60,046 mi.","$5,977",Red,Other,CVT,FWD
2053,2010 Toyota Corolla LE,Used,"70,510 mi.","$8,595",Silver,Silver,Automatic,FWD
2054,2017 Jeep Patriot Sport,Used,"108,828 mi.","$10,888",Other,Other,Automatic,drive
2055,2004 Jeep Grand Cherokee Laredo,Used,"151,880 mi.","$4,477",White,Other,Automatic,drive
2056,2011 Ford F-150 XLT,Used,"154,650 mi.","$12,995",Gray,Gray,Automatic,drive
2057,2004 Nissan Xterra XE-V6,Used,"115,000 mi.","$7,495",Green,Gray,Automatic,drive
2058,2005 Toyota Prius,Used,"130,000 mi.","$5,495",White,Gray,CVT,FWD
2059,2008 Chevrolet Silverado 1500 Work Truck,Used,"145,613 mi.","$11,995",Brown,Black,Automatic,drive
2060,2016 Nissan Leaf SV,Used,"26,535 mi.","$11,980",Black,Black,Automatic,FWD
2061,2012 Subaru Forester 2.5X,Used,"68,538 mi.","$14,999",Silver,Black,Automatic,AWD
2062,2013 Audi A6 3.0T Premium quattro,Used,"113,329 mi.","$12,500",Red,Brown,Automatic,AWD
2063,2010 Chevrolet Traverse LT,Used,"118,676 mi.","$8,995",Red,Other,Automatic,AWD
2064,2008 Jeep Wrangler X,Used,"175,614 mi.","$11,995",Silver,Other,Automatic,Unknown
2065,2011 Honda Odyssey EX-L,Used,"95,052 mi.","$14,987",Brown,Gray,Automatic,FWD
2066,2006 Subaru Outback 2.5i,Used,"169,674 mi.","$6,987",Blue,Beige,Automatic,AWD
2067,2005 Lexus RX 330,Used,"181,670 mi.","$8,455",Gray,Gray,Automatic,AWD
2068,2018 Nissan Versa 1.6 SV,Used,"37,161 mi.","$9,790",Silver,Gray,CVT,FWD
2069,2011 Volkswagen Tiguan SE,Used,"105,487 mi.","$8,895",Silver,Gray,Automatic,AWD
2070,2011 Kia Sorento LX,Used,"90,503 mi.","$9,995",White,Beige,Automatic,drive
