,Name,Stocktype,Mileage (Miles),Price,Ext_color,Int_color,Transmission,Drivetrain
863,2017 Volkswagen Jetta 1.4T SE,Volkswagen Certified,"27,836 mi.","$13,990",Gray,Black,Automatic,FWD
864,2018 Ford Focus SE,Used,"20,572 mi.","$13,677",Orange,Other,Automatic,FWD
865,2016 Kia Optima EX,Used,"54,089 mi.","$14,987",Black,Other,Automatic,FWD
866,2018 Nissan Altima 2.5 SL,Used,"38,844 mi.","$13,990",Silver,Gray,CVT,FWD
867,2013 Subaru Impreza 2.0i Sport Premium,Used,"171,507 mi.","$8,987",Silver,Gray,CVT,AWD
868,2016 Volkswagen Jetta 1.4T SE,Used,"79,362 mi.","$9,995",Gray,Other,Automatic,FWD
869,2007 BMW 328 i,Used,"73,330 mi.","$8,990",Silver,Gray,Unknown,RWD
870,2007 BMW Z4 3.0i,Used,"56,771 mi.","$13,250",Black,Black,Automatic,RWD
871,2018 Volkswagen Beetle 2.0T S,Used,"32,170 mi.","$13,998",Black,Black,Automatic,FWD
872,2008 Toyota Highlander Hybrid Limited,Used,"155,700 mi.","$9,921",Green,Gray,CVT,AWD
873,2013 Ford Flex SEL,Used,"73,273 mi.","$13,742",Silver,Black,Automatic,AWD
874,2016 Volkswagen Passat 1.8T R-Line,Used,"45,625 mi.","$12,888",Blue,Gray,Automatic,FWD
875,2013 Scion xD,Used,"83,604 mi.","$8,997",Black,Gray,Automatic,FWD
876,2016 Volkswagen Passat 1.8T SE w/Technology,Used,"85,510 mi.","$11,388",Black,Beige,Automatic,FWD
877,2011 Mazda CX-7 i SV,Used,"72,768 mi.","$8,991",Black,Beige,Automatic,FWD
878,2019 Kia Rio S,Used,"36,948 mi.","$11,700",White,Black,Automatic,FWD
879,2016 Kia Optima LX,Used,"33,788 mi.","$13,488",Black,Beige,Automatic,FWD
880,2014 Volkswagen Jetta DSG TDI w/Premium,Volkswagen Certified,"42,502 mi.","$11,990",White,Beige,Automatic,FWD
881,2015 Kia Optima LX,Used,"49,372 mi.","$11,990",Silver,Gray,Automatic,FWD
882,2013 Toyota Camry Hybrid LE,Used,"143,725 mi.","$10,990",Black,Gray,CVT,FWD
883,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"83,349 mi.","$9,990",Red,Beige,Automatic,FWD
884,2013 Toyota Prius Three,Used,"116,247 mi.","$9,977",White,Gray,CVT,FWD
885,2014 Volkswagen Jetta DSG TDI w/Premium/Nav,Volkswagen Certified,"25,369 mi.","$10,990",Silver,Black,Automatic,FWD
886,2016 Ford Fusion SE,Used,"47,170 mi.","$12,990",Silver,Other,Automatic,FWD
887,2008 Volkswagen GTI 2-Door,Used,"167,555 mi.","$5,990",Other,Other,Automatic,FWD
888,2016 Ford Escape SE,Used,"30,127 mi.","$13,990",Other,Other,Automatic,FWD
889,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"35,340 mi.","$11,990",Blue,Beige,Manual,FWD
890,2013 Volkswagen Jetta TDI,Volkswagen Certified,"36,710 mi.","$10,990",Black,Black,Automatic,FWD
891,2014 Volkswagen Jetta DSG TDI w/Premium,Volkswagen Certified,"30,765 mi.","$12,990",Gray,Black,Automatic,FWD
892,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"57,467 mi.","$10,990",White,Black,Manual,FWD
893,2018 Ford Focus SE,Used,"59,168 mi.","$11,977",Black,Gray,Automatic,FWD
894,2019 Volkswagen Jetta 1.4T S,Volkswagen Certified,"28,877 mi.","$14,990",Black,Black,Automatic,FWD
895,2017 Hyundai Elantra SE,Used,"35,644 mi.","$12,990",Black,Gray,Automatic,FWD
896,2016 Honda Civic EX,Used,"70,051 mi.","$14,990",Gray,Black,CVT,FWD
897,2018 Chevrolet Impala 1LT,Used,"38,856 mi.","$14,998",Silver,Black,Automatic,FWD
898,2017 Chevrolet Cruze LS,Used,"33,536 mi.","$12,998",White,Black,Manual,FWD
899,2011 Mitsubishi Outlander Sport SE,Used,"107,495 mi.","$7,995",Blue,Black,CVT,drive
900,2013 Ford Mustang V6,Used,"43,691 mi.","$12,291",Blue,Black,Automatic,RWD
901,2003 Hummer H2,Used,"138,335 mi.","$14,995",Red,Beige,Automatic,drive
902,1999 Jeep Grand Cherokee Limited,Used,"187,866 mi.","$1,995",Blue,Gray,Automatic,drive
903,2013 Nissan NV200 SV,Used,"18,401 mi.","$13,997",White,Other,CVT,FWD
904,2015 Volkswagen Jetta Base,Used,"87,052 mi.","$8,888",Black,Black,Manual,FWD
905,2019 Hyundai Elantra SEL,Used,"25,129 mi.","$13,186",White,Beige,Automatic,FWD
906,2005 Chevrolet TrailBlazer LS,Used,"125,976 mi.","$6,988",Red,Gray,Automatic,drive
907,2005 Dodge Neon SXT,Used,"127,274 mi.","$3,950",Black,Black,Automatic,FWD
908,2019 Kia Optima LX,Used,"26,784 mi.","$14,987",Gray,Black,Automatic,FWD
909,2019 Volkswagen Jetta 1.4T S,Used,"19,437 mi.","$14,632",White,Black,Automatic,FWD
910,2010 Chevrolet Tahoe LT,Used,"155,692 mi.","$13,988",Blue,Gray,Automatic,drive
911,2018 Chevrolet Malibu LT,Used,"51,507 mi.","$12,380",White,Black,Automatic,FWD
912,2011 Honda Fit Sport w/ Navigation,Used,"125,128 mi.","$8,488",Blue,Gray,Automatic,FWD
913,2006 Kia Spectra5,Used,"73,542 mi.","$6,688",Black,Gray,Automatic,FWD
914,2012 Chevrolet Malibu 1LT,Used,"106,416 mi.","$7,388",Silver,Black,Automatic,FWD
915,2018 Kia Optima LX,Used,"45,457 mi.","$12,932",Blue,Black,Automatic,FWD
916,2014 Chevrolet Cruze 2LT,Used,"148,476 mi.","$7,988",White,Beige,Automatic,FWD
917,2013 Ford Escape SE,Used,"106,739 mi.","$10,988",Green,Other,Automatic,drive
918,2001 Subaru Outback,Used,"125,999 mi.","$3,995",Green,Beige,Automatic,AWD
919,2018 Chevrolet Malibu LT,Used,"36,260 mi.","$14,999",Silver,Black,Automatic,FWD
920,2014 Dodge Journey SXT,Used,"101,439 mi.","$11,688",Red,Black,Automatic,AWD
921,2017 Chevrolet Cruze LT,Used,"76,082 mi.","$14,988",Silver,Black,Automatic,FWD
922,2019 Hyundai Accent SE,Used,"28,549 mi.","$12,861",White,Black,Automatic,FWD
923,2019 Kia Optima LX,Used,"33,700 mi.","$14,599",White,Black,Automatic,FWD
924,2009 Hyundai Accent SE,Used,"61,304 mi.","$3,995",Other,Gray,Manual,FWD
925,2007 Mercury Mountaineer,Used,"150,467 mi.","$5,995",Other,Other,Automatic,AWD
926,2007 Volvo S80 3.2,Used,"165,395 mi.","$4,995",Blue,Beige,Automatic,FWD
927,2016 Dodge Journey SE,Used,"48,703 mi.","$12,990",White,Black,Automatic,FWD
928,2015 Kia Soul +,Used,"22,848 mi.","$14,999",Yellow,Black,Automatic,FWD
929,2009 Chevrolet Traverse LTZ,Used,"99,184 mi.","$10,990",Black,Beige,Automatic,AWD
930,2013 Hyundai Sonata GLS,Used,"108,408 mi.","$7,991",Gray,Gray,Automatic,FWD
931,2019 Ford Fusion Hybrid SE,Used,"40,628 mi.","$14,900",White,Beige,CVT,FWD
932,2013 Acura RDX Technology,Used,"113,213 mi.","$12,991",Silver,Black,Automatic,AWD
933,2019 Hyundai Elantra SEL,Used,"35,474 mi.","$13,290",Red,Gray,Automatic,FWD
934,2011 Kia Sportage EX,Used,"86,242 mi.","$10,900",Silver,Black,Automatic,AWD
935,2017 Mazda Mazda6 Sport,Used,"27,000 mi.","$13,000",Red,Black,Automatic,FWD
936,2006 Scion tC,Used,"106,628 mi.","$6,250",Blue,Gray,Automatic,FWD
937,2011 BMW 328 i,Used,"61,819 mi.","$12,599",Red,Black,Automatic,RWD
938,2012 Lexus ES 350 Base,Used,"87,031 mi.","$12,900",Beige,Other,Automatic,FWD
939,2009 Honda Civic EX-L,Used,"62,806 mi.","$10,999",Gray,Gray,Automatic,FWD
940,2014 Toyota Corolla S Plus,Used,"69,000 mi.","$9,750",Black,Black,Automatic,FWD
941,2015 Dodge Journey SXT,Used,"88,784 mi.","$11,888",White,Black,Automatic,FWD
942,2002 Toyota Sequoia SR5,Used,"118,531 mi.","$12,995",Silver,Gray,Automatic,drive
943,2013 Chevrolet Volt Base,Used,"49,079 mi.","$11,460",White,Black,Automatic,FWD
944,2012 Honda Accord EX-L,Used,"78,597 mi.","$11,888",White,White,Automatic,FWD
945,2016 Jeep Renegade Latitude,Used,"48,461 mi.","$14,500",Green,Black,Manual,FWD
946,2014 Honda Civic LX,Used,"56,388 mi.","$12,888",Other,Black,CVT,FWD
947,2017 Volkswagen Jetta 1.4T S,Used,"56,357 mi.","$12,460",White,Black,Automatic,FWD
948,2016 Ford Fusion SE,Used,"27,040 mi.","$13,460",Black,Black,Automatic,FWD
949,2015 Chevrolet Traverse 1LT,Used,"104,089 mi.","$14,888",Other,Other,Automatic,AWD
950,2003 Lexus IS 300,Used,"101,000 mi.","$8,495",Silver,Gray,Automatic,RWD
951,2010 BMW 335 i,Used,"81,900 mi.","$12,990",Black,Black,Automatic,RWD
952,2016 Mitsubishi Lancer SE,Used,"20,678 mi.","$14,922",Gray,Black,CVT,drive
953,2012 Kia Optima SX,Used,"69,000 mi.","$9,495",Gray,Black,Automatic,FWD
954,2014 Mazda Mazda3 i Grand Touring,Used,"94,894 mi.","$9,845",White,Black,Automatic,FWD
955,2013 Volkswagen Beetle 2.5 PZEV,Used,"101,374 mi.","$8,495",Other,Black,Manual,FWD
956,1984 BMW 325 e,Used,"65,052 mi.","$11,995",White,Beige,Manual,RWD
957,2014 Volkswagen Passat 2.0L TDI SE,Used,"37,117 mi.","$11,958",Gray,Black,Automatic,FWD
958,2012 Honda Crosstour EX-L,Used,"103,777 mi.","$11,990",Black,Black,Automatic,drive
959,2013 Volkswagen Passat 2.0 TDI SE,Used,"38,660 mi.","$10,985",Gray,Black,Automatic,FWD
960,2016 Volkswagen e-Golf SE,Used,"18,063 mi.","$13,996",White,Black,Automatic,FWD
961,2014 FIAT 500L Easy,Used,"65,963 mi.","$8,995",White,Other,Automatic,FWD
962,2017 Volkswagen Passat 1.8T SE,Used,"29,133 mi.","$14,971",Gray,Black,Automatic,FWD
963,2012 Volkswagen Passat 2.0 TDI SEL Premium,Used,"61,313 mi.","$8,991",Blue,Beige,Automatic,FWD
964,2015 Chevrolet Impala 1LS,Used,"89,168 mi.","$10,990",Gray,Black,Automatic,FWD
965,2017 Dodge Grand Caravan SE,Used,"93,801 mi.","$9,800",Silver,Black,Automatic,FWD
966,2015 Kia Soul +,Used,"47,828 mi.","$11,990",Brown,Black,Automatic,FWD
967,2011 Hyundai Santa Fe GLS,Used,"64,258 mi.","$9,995",Silver,Gray,Automatic,AWD
968,2016 Chevrolet Cruze Limited LS,Used,"107,137 mi.","$6,894",Silver,Black,Automatic,FWD
969,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"67,130 mi.","$11,068",Black,Black,Automatic,FWD
970,2018 FIAT 500 Lounge,Used,"4,913 mi.","$13,599",White,Black,Automatic,FWD
971,2013 INFINITI JX35 Base,Used,"108,737 mi.","$14,486",White,Gray,CVT,AWD
972,2011 Honda Accord EX-L,Used,"113,911 mi.","$9,991",Black,Black,Automatic,FWD
973,2010 Nissan Altima Hybrid,Used,"88,169 mi.","$9,599",Blue,Black,CVT,FWD
974,2014 Jeep Patriot Sport,Used,"58,010 mi.","$11,503",Gray,Gray,Manual,drive
975,2008 Scion xB,Used,"113,992 mi.","$6,997",Black,Gray,Automatic,FWD
976,2019 Volkswagen Jetta 1.4T S,Used,"12,977 mi.","$14,997",Black,Black,Automatic,FWD
977,2018 Ford Taurus Limited,Used,"39,349 mi.","$14,700",White,Black,Automatic,FWD
978,2008 Toyota Camry Hybrid,Used,"129,235 mi.","$7,997",Red,Gray,CVT,FWD
979,2016 Chrysler 200 Limited,Used,"30,775 mi.","$11,430",Silver,Black,Automatic,FWD
980,2016 Nissan Sentra SR,Used,"36,190 mi.","$12,984",White,Gray,CVT,FWD
981,2014 Toyota Camry Hybrid XLE,Used,"76,725 mi.","$13,984",Green,Other,CVT,FWD
982,2013 Volkswagen Beetle 2.5L,Used,"49,291 mi.","$13,687",Black,Beige,Automatic,FWD
983,2013 Nissan Xterra S,Used,"82,759 mi.","$12,780",Silver,Gray,Automatic,RWD
984,2016 Kia Soul +,Used,"51,769 mi.","$12,747",White,Black,Automatic,FWD
985,2012 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"57,179 mi.","$9,990",Silver,Black,Manual,FWD
986,2007 Chevrolet Silverado 1500 LTZ Crew Cab,Used,"185,169 mi.","$8,500",White,Black,Automatic,drive
987,2014 Volkswagen Jetta DSG TDI w/Premium,Volkswagen Certified,"38,269 mi.","$11,990",Black,Black,Automatic,FWD
988,2013 BMW X3 xDrive28i,Used,"110,434 mi.","$12,990",Beige,Beige,Automatic,AWD
989,2015 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"40,677 mi.","$10,990",Black,Beige,Automatic,FWD
990,2015 Volkswagen Golf DSG TDI S,Used,"15,318 mi.","$14,990",Red,Black,Automatic,FWD
991,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"59,492 mi.","$10,990",Red,Beige,Automatic,FWD
992,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"58,345 mi.","$11,990",Silver,Black,Manual,FWD
993,2010 Mercury Mariner Premier,Used,"197,049 mi.","$4,000",White,Other,Automatic,FWD
994,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"71,103 mi.","$9,990",Red,Black,Manual,FWD
995,2017 Volkswagen Jetta 1.4T S,Volkswagen Certified,"23,339 mi.","$11,990",Black,Black,Automatic,FWD
996,2015 Volkswagen Jetta Auto SE PZEV,Used,"105,033 mi.","$6,990",Red,Black,Automatic,FWD
997,2013 Ford Fusion Titanium,Used,"85,936 mi.","$13,998",Gray,Black,Automatic,FWD
998,2018 Ford Focus Titanium,Used,"43,163 mi.","$13,890",Blue,Other,Automatic,FWD
999,2015 Nissan Altima 2.5 S,Used,"59,429 mi.","$11,998",Red,Black,CVT,FWD
1000,2012 GMC Savana 2500 Work Van,Used,"105,826 mi.","$11,991",White,Beige,Automatic,RWD
1001,2008 Jeep Patriot Sport,Used,"99,501 mi.","$5,995",Silver,Black,Manual,FWD
1002,1997 BMW 528 i,Used,"167,221 mi.","$2,995",White,Gray,Automatic,RWD
1003,2016 Ford Focus SE,Used,"33,701 mi.","$12,011",Black,Black,Automatic,FWD
1004,2019 Volkswagen Jetta 1.4T S,Used,"16,859 mi.","$14,715",Gray,Black,Automatic,FWD
1005,2010 Lincoln MKS EcoBoost,Used,"33,221 mi.","$14,688",Black,Black,Automatic,AWD
1006,2019 Kia Optima LX,Used,"33,644 mi.","$14,999",Silver,Black,Automatic,FWD
1007,2012 Mazda Mazda5 Grand Touring,Used,"110,333 mi.","$7,995",Silver,Black,Automatic,FWD
1008,2019 Volkswagen Jetta 1.4T S,Used,"13,922 mi.","$14,549",Blue,Black,Automatic,FWD
1009,2018 Kia Forte LX,Used,"43,755 mi.","$12,537",Black,Black,Automatic,FWD
1010,2017 Ford Taurus SEL,Used,"44,666 mi.","$14,600",Gray,Beige,Automatic,FWD
1011,2012 Chevrolet Captiva Sport 2LS,Used,"83,456 mi.","$8,588",Gray,Black,Automatic,FWD
1012,2019 Kia Optima LX,Used,"35,753 mi.","$14,792",Blue,Black,Automatic,FWD
1013,2010 Kia Rio LX,Used,"114,536 mi.","$6,988",White,Gray,Automatic,FWD
1014,2010 Ford Edge SEL,Used,"138,302 mi.","$6,995",Red,Gray,Automatic,AWD
1015,2018 Chevrolet Malibu LT,Used,"60,083 mi.","$12,536",White,Black,Automatic,FWD
1016,2019 Kia Optima LX,Used,"46,629 mi.","$14,395",Red,Black,Automatic,FWD
1017,2002 Audi A4 1.8T quattro,Used,"106,000 mi.","$4,200",Black,Black,Automatic,AWD
1018,2008 Scion tC,Used,"90,091 mi.","$6,995",Purple,Black,Automatic,FWD
1019,2019 Kia Optima LX,Used,"31,665 mi.","$14,798",Silver,Black,Automatic,FWD
1020,1999 Nissan Maxima GLE,Used,"211,294 mi.","$4,488",Black,Black,Automatic,FWD
1021,2019 Hyundai Elantra SEL,Used,"25,969 mi.","$13,983",Gray,Black,Automatic,FWD
1022,2019 Kia Optima LX,Used,"27,371 mi.","$14,987",Blue,Black,Automatic,FWD
1023,2012 Chevrolet Avalanche 1500 LT,Used,"161,670 mi.","$13,988",Blue,Black,Automatic,drive
1024,2019 Kia Optima LX,Used,"41,064 mi.","$14,597",White,Black,Automatic,FWD
1025,2017 Volkswagen Jetta 1.8T SEL,Used,"23,322 mi.","$15,000",Red,Black,Automatic,FWD
1026,2014 Chevrolet Cruze 1LT,Used,"80,000 mi.","$7,195",Black,Black,Automatic,FWD
1027,2015 Chrysler 200 S,Used,"65,391 mi.","$10,775",Silver,Black,Automatic,FWD
1028,2016 Dodge Grand Caravan SXT,Used,"65,177 mi.","$12,900",Silver,Black,Automatic,FWD
1029,2007 Honda Accord EX-L,Used,"99,499 mi.","$7,990",Gold,White,Automatic,FWD
1030,2013 Honda Crosstour EX-L,Used,"76,376 mi.","$11,995",Black,Other,Automatic,drive
1031,2019 Hyundai Elantra SEL,Used,"38,106 mi.","$12,890",Gray,Gray,Automatic,FWD
1032,2020 Mitsubishi Mirage G4 ES,New,NA,"$14,570",Blue,Other,Unknown,FWD
1033,2011 Honda Pilot EX-L,Used,"106,595 mi.","$13,991",Silver,Black,Automatic,drive
1034,2010 Ford Transit Connect XLT,Used,"108,637 mi.","$10,900",White,Gray,Automatic,FWD
1035,2019 Kia Soul +,Used,"29,900 mi.","$13,260",Silver,Black,Automatic,FWD
1036,2016 Ford Fusion Hybrid SE,Used,"41,641 mi.","$13,599",Gray,Black,CVT,FWD
1037,2010 Toyota RAV4,Used,"106,435 mi.","$10,800",Blue,Gray,Automatic,drive
1038,2017 Toyota Camry LE,Used,"48,646 mi.","$14,888",Other,Other,Automatic,FWD
1039,2009 Subaru Legacy 2.5i Special Edition,Used,"119,746 mi.","$5,977",Black,Black,Automatic,AWD
1040,2007 Pontiac Solstice,Used,"113,108 mi.","$8,995",Black,Black,Manual,RWD
1041,2012 Kia Sportage LX,Used,"120,905 mi.","$7,890",Silver,Gray,Automatic,AWD
1042,2014 Chevrolet Malibu 1LS,Used,"89,958 mi.","$8,991",White,Black,Automatic,FWD
1043,2004 Chevrolet Venture Warner Bros. Edition,Used,"62,000 mi.","$5,495",White,Gray,Automatic,FWD
1044,2004 Dodge Ram 2500 SLT,Used,"127,347 mi.","$12,995",Black,Black,Automatic,drive
1045,2013 Lincoln MKZ Base,Used,"90,088 mi.","$12,995",Red,Black,Automatic,AWD
1046,2008 smart ForTwo Passion,Used,"58,012 mi.","$4,995",Black,Black,Automatic,RWD
1047,2011 Honda Civic LX,Used,"115,612 mi.","$7,990",Gray,Other,Automatic,FWD
1048,2009 smart ForTwo Passion,Used,"76,417 mi.","$6,495",Black,Black,Automatic,RWD
1049,2017 Kia Soul Base,Used,"90,448 mi.","$8,995",Silver,Other,Manual,FWD
1050,2015 Volkswagen Touareg V6 Sport,Used,"142,230 mi.","$11,995",White,Other,Automatic,AWD
1051,2015 Chevrolet Equinox 1LT,Used,"91,674 mi.","$11,990",White,Black,Automatic,AWD
1052,2019 Volkswagen Jetta 1.4T S,Volkswagen Certified,"11,528 mi.","$14,990",Blue,Black,Automatic,FWD
1053,2012 Ford Fusion SEL,Used,"112,123 mi.","$7,990",Black,Gray,Automatic,FWD
1054,2012 Chevrolet Cruze 2LT,Used,"99,274 mi.","$8,987",Black,Black,Automatic,FWD
1055,2016 Subaru Outback 2.5i Limited,Used,"129,117 mi.","$13,844",Gray,Black,CVT,AWD
1056,2015 Hyundai Elantra SE,Used,"44,035 mi.","$10,987",Gray,Black,Automatic,FWD
1057,2014 Chrysler Town & Country Touring,Used,"118,844 mi.","$8,990",Gray,Black,Automatic,FWD
1058,2014 Mazda Mazda6 i Grand Touring,Used,"52,658 mi.","$14,490",Gray,Black,Automatic,FWD
1059,2016 Kia Forte LX,Used,"34,743 mi.","$10,998",Red,Black,Automatic,FWD
1060,2015 Volkswagen Passat Auto SEL Premium,Used,"24,336 mi.","$13,595",Blue,Black,Automatic,FWD
1061,2015 Toyota Prius Three,Used,"80,455 mi.","$13,500",Blue,Gray,CVT,FWD
1062,2006 Ford Mustang GT Premium,Used,"27,616 mi.","$13,500",Gray,Gray,Automatic,RWD
1063,2006 Honda Civic Hybrid,Used,"113,840 mi.","$5,998",Gray,Blue,CVT,FWD
1064,2013 Volkswagen Passat 2.5 SE,Used,"66,489 mi.","$9,850",Gray,White,Automatic,FWD
1065,2013 Chevrolet Malibu 1LS,Used,"64,324 mi.","$11,599",Gray,Gray,Automatic,FWD
1066,2007 Lexus GX 470,Used,"139,118 mi.","$12,895",Blue,Gray,Automatic,drive
1067,2016 Dodge Dart SE,Used,"28,126 mi.","$10,995",White,Black,Manual,FWD
1068,2019 Hyundai Veloster 2.0,Used,"25,792 mi.","$13,988",Silver,Black,Automatic,FWD
1069,2013 Volkswagen Jetta SportWagen TDI,Volkswagen Certified,"38,659 mi.","$13,488",Silver,Black,Automatic,FWD
1070,2006 BMW X3 3.0i,Used,"11,200 mi.","$6,200",Black,Brown,Automanual,AWD
1071,2010 Hyundai Accent Blue,Used,"53,671 mi.","$4,980",White,Black,Manual,FWD
1072,2017 Volkswagen Jetta 1.4T S,Used,"26,775 mi.","$12,488",White,Black,Automatic,FWD
1073,2011 Kia Optima EX Turbo,Used,"74,219 mi.","$10,897",Gray,Gray,Automatic,FWD
1074,2017 Ford Focus SE,Used,"33,916 mi.","$10,830",Red,Black,Automatic,FWD
1075,2010 Acura MDX 3.7L,Used,"81,505 mi.","$13,487",Gray,Black,Automatic,AWD
1076,2016 Kia Optima LX,Used,"88,567 mi.","$10,488",Gray,Gray,Automatic,FWD
1077,2016 Hyundai Elantra GT Base,Used,"20,565 mi.","$12,987",Black,Beige,Automatic,FWD
1078,2013 Dodge Charger SE,Used,"49,585 mi.","$11,497",Black,Black,Automatic,RWD
1079,2016 Hyundai Sonata Hybrid SE,Used,"77,298 mi.","$10,997",Gray,Gray,Automatic,FWD
1080,2013 Volkswagen Beetle 2.0L TDI,Used,"62,617 mi.","$12,997",Brown,Other,Manual,FWD
1081,2008 Acura RDX Technology,Used,"120,000 mi.","$8,000",White,Beige,Automatic,AWD
1082,2008 Cadillac Escalade Base,Used,"90,000 mi.","$14,999",White,Black,Automatic,AWD
1083,2013 Volkswagen Passat 2.5 SE,Used,"48,765 mi.","$10,750",Gray,Black,Manual,FWD
1084,2014 Volkswagen Jetta DSG TDI w/Premium,Used,"40,738 mi.","$11,990",Silver,Black,Automatic,FWD
1085,2017 Hyundai Elantra Limited,Used,"44,800 mi.","$14,295",Blue,Beige,Automatic,FWD
1086,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"24,137 mi.","$11,490",Black,Beige,Manual,FWD
1087,2006 Subaru Outback 2.5XT Limited,Used,"84,002 mi.","$8,990",Silver,Black,Automatic,AWD
1088,2013 Volkswagen Passat 2.0 TDI SE,Used,"80,491 mi.","$7,990",Red,Beige,Manual,FWD
1089,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"53,175 mi.","$10,990",Black,Beige,Manual,FWD
1090,2019 Volkswagen Jetta 1.4T S,Used,"31,811 mi.","$14,990",White,Black,Automatic,FWD
1091,2016 Volkswagen Jetta 1.4T SE,Used,"77,141 mi.","$9,990",Red,Black,Automatic,FWD
1092,2012 Volkswagen Golf TDI,Used,"33,146 mi.","$11,990",Black,Black,Manual,FWD
1093,2014 Chevrolet Equinox LS,Used,"83,186 mi.","$11,990",Silver,Black,Automatic,AWD
1094,2016 Chevrolet Cruze Limited 2LT,Used,"82,725 mi.","$9,777",Silver,Black,Automatic,FWD
1095,2015 Chrysler 200 Limited,Used,"98,219 mi.","$7,990",White,Black,Automatic,FWD
1096,2011 Chevrolet Cruze LTZ,Used,"116,723 mi.","$9,998",Red,Black,Automatic,FWD
1097,2010 Dodge Grand Caravan SE,Used,"147,152 mi.","$5,995",Silver,Black,Automatic,FWD
1098,2010 Toyota Prius II,Used,"70,546 mi.","$11,599",Silver,Gray,CVT,FWD
1099,2013 Lincoln MKX Base,Used,"68,615 mi.","$14,990",White,Other,Automatic,AWD
1100,2015 Ford Focus SE,Used,"79,361 mi.","$7,682",Black,Black,Manual,FWD
1101,2008 Subaru Legacy 2.5i Special Edition,Used,"228,533 mi.","$4,995",Black,Black,Manual,AWD
1102,2006 Chevrolet TrailBlazer LT,Used,"113,520 mi.","$4,777",Silver,Gray,Automatic,drive
1103,2007 Toyota RAV4 Limited,Used,"89,314 mi.","$8,995",White,Gray,Automatic,drive
1104,2012 GMC Terrain SLT-1,Used,"151,097 mi.","$8,688",White,Gray,Automatic,AWD
1105,2011 Ford Edge SEL,Used,"124,474 mi.","$8,988",Black,Black,Automatic,FWD
1106,2006 Chevrolet Malibu LT,Used,"160,685 mi.","$3,495",White,Gray,Automatic,FWD
1107,2019 Volkswagen Jetta 1.4T S,Used,"19,478 mi.","$14,683",Blue,Black,Automatic,FWD
1108,2006 Pontiac Torrent,Used,"67,665 mi.","$6,995",White,Gray,Automatic,AWD
1109,2018 Kia Optima LX,Used,"38,408 mi.","$14,298",Brown,Black,Automatic,FWD
1110,2018 Chevrolet Cruze LT,Used,"46,263 mi.","$12,855",White,Black,Automatic,FWD
1111,2018 Chevrolet Malibu LT,Used,"34,065 mi.","$13,995",White,Black,Automatic,FWD
1112,2019 Kia Optima LX,Used,"27,918 mi.","$14,919",White,Black,Automatic,FWD
1113,2019 Hyundai Veloster,Used,"26,100 mi.","$14,090",White,Black,Automatic,FWD
1114,2008 Honda CR-V EX,Used,"161,519 mi.","$7,988",Black,Black,Automatic,drive
1115,2010 Chevrolet Equinox 2LT,Used,"125,946 mi.","$8,488",Gray,Black,Automatic,AWD
1116,2007 Subaru Outback 2.5i,Used,"95,948 mi.","$7,995",Gold,Beige,Automatic,AWD
1117,2018 Hyundai Elantra SEL,Used,"36,275 mi.","$13,247",Blue,Gray,Automatic,FWD
1118,2005 Hyundai Tucson GL,Used,"150,556 mi.","$4,988",White,Gray,Automatic,FWD
1119,2015 Ford Fusion Titanium,Used,"72,560 mi.","$13,250",Black,Other,Automatic,AWD
1120,2010 Toyota Corolla S,Used,"87,237 mi.","$8,995",Other,Other,Manual,FWD
1121,2018 Ford Taurus SE,Used,"45,712 mi.","$15,000",Other,Other,Automatic,FWD
1122,2013 Chevrolet Malibu 1LT,Used,"142,627 mi.","$6,995",White,Black,Automatic,FWD
1123,2007 Ford Focus ZX3 S,Used,"108,659 mi.","$3,995",White,Gray,Manual,FWD
1124,2010 Subaru Impreza WRX Premium,Used,"109,217 mi.","$14,391",Black,Black,Manual,AWD
1125,2014 Subaru Outback 2.5i Limited,Used,"119,547 mi.","$12,491",Blue,Black,CVT,AWD
1126,2011 Hyundai Genesis Coupe 3.8 Grand Touring,Used,"77,308 mi.","$12,991",Blue,Black,Automatic,RWD
1127,2016 Ford Escape SE,Used,"30,128 mi.","$14,990",White,Black,Automatic,FWD
1128,2013 Nissan Altima 2.5 S,Used,"60,071 mi.","$11,998",Blue,Black,CVT,FWD
